127.0.0.1 - - [10/May/2017:11:16:42 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [10/May/2017:15:22:34 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:22:34 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:23:46 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 2240
127.0.0.1 - - [10/May/2017:15:23:46 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3300
127.0.0.1 - - [10/May/2017:15:23:48 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:23:56 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 2240
127.0.0.1 - - [10/May/2017:15:23:56 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3300
127.0.0.1 - - [10/May/2017:15:24:34 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 2207
127.0.0.1 - - [10/May/2017:15:24:34 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:24:38 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 2207
127.0.0.1 - - [10/May/2017:15:24:38 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:25:26 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3415
127.0.0.1 - - [10/May/2017:15:25:27 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3664
127.0.0.1 - - [10/May/2017:15:28:34 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:28:34 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:31:31 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:31:31 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3771
127.0.0.1 - - [10/May/2017:15:31:33 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:31:33 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:31:35 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:31:35 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:31:36 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:31:36 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:31:38 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:31:38 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:13 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:13 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3849
127.0.0.1 - - [10/May/2017:15:32:15 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:15 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:16 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:16 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:29 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:29 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3854
127.0.0.1 - - [10/May/2017:15:32:30 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:31 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:51 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:51 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3729
127.0.0.1 - - [10/May/2017:15:32:52 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:52 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:53 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:32:53 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:32:58 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3729
127.0.0.1 - - [10/May/2017:15:32:58 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:33:05 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:33:05 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:33:05 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:35:43 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:35:43 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3647
127.0.0.1 - - [10/May/2017:15:37:38 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3420
127.0.0.1 - - [10/May/2017:15:37:38 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3656
127.0.0.1 - - [10/May/2017:15:41:36 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3413
127.0.0.1 - - [10/May/2017:15:41:36 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3645
127.0.0.1 - - [10/May/2017:15:42:35 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3413
127.0.0.1 - - [10/May/2017:15:42:35 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3645
127.0.0.1 - - [10/May/2017:15:44:18 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3379
127.0.0.1 - - [10/May/2017:15:44:18 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:44:37 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3380
127.0.0.1 - - [10/May/2017:15:44:37 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:45:37 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3128
127.0.0.1 - - [10/May/2017:15:45:37 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:46:03 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3128
127.0.0.1 - - [10/May/2017:15:46:03 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3325
127.0.0.1 - - [10/May/2017:15:46:49 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:46:49 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:46:58 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:46:58 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3645
127.0.0.1 - - [10/May/2017:15:49:30 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:49:30 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3639
127.0.0.1 - - [10/May/2017:15:49:38 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:49:38 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3640
127.0.0.1 - - [10/May/2017:15:50:01 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:50:01 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3640
127.0.0.1 - - [10/May/2017:15:52:02 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:52:02 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:55:11 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:15:55:12 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3687
127.0.0.1 - - [10/May/2017:16:54:36 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3383
127.0.0.1 - - [10/May/2017:16:54:36 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3689
127.0.0.1 - - [10/May/2017:16:55:33 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3385
127.0.0.1 - - [10/May/2017:16:55:33 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:16:56:24 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3404
127.0.0.1 - - [10/May/2017:16:56:25 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3681
127.0.0.1 - - [10/May/2017:16:56:36 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3404
127.0.0.1 - - [10/May/2017:16:56:36 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3688
127.0.0.1 - - [10/May/2017:16:57:30 +0200] "GET /webapp/roomspage/rooms.jsp HTTP/1.1" 200 3404
127.0.0.1 - - [10/May/2017:16:57:30 +0200] "GET /webapp/roomspage/roomsstyle.css HTTP/1.1" 200 3681
127.0.0.1 - - [10/May/2017:16:58:02 +0200] "GET /webapp/loginform/login.jsp HTTP/1.1" 200 3809
127.0.0.1 - - [10/May/2017:16:58:02 +0200] "GET /webapp/loginform/logincss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:16:58:02 +0200] "GET /webapp/loginform/logscr.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:16:58:02 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:17:11:40 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:17:42:58 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [10/May/2017:17:43:01 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1564
127.0.0.1 - - [10/May/2017:17:43:01 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2696
127.0.0.1 - - [10/May/2017:17:43:01 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:17:43:02 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [10/May/2017:17:43:02 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:17:43:03 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2696
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1564
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:17:43:16 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:17:43:22 +0200] "GET /video/Big-Apple.jpg HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:17:43:25 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
